question,answer1,answer2,spread,rewards_daily_rate,gm_reward_per_100,sm_reward_per_100,bid_reward_per_100,ask_reward_per_100,volatility_sum,volatilty/reward,min_size,1_hour,3_hour,6_hour,12_hour,24_hour,7_day,30_day,best_bid,best_ask,volatility_price,max_spread,tick_size,neg_risk,market_slug,token1,token2,condition_id
Will the Chicago Cubs be eliminated in the League Championship Series?,Yes,No,0.04000000000000001,3,0.86,0.86,0.85,0.88,216.06,0.0,100,0.0,7.9,63.58,45.22,109.96,53.05,53.05,0.16,0.2,0.18,3.5,0.01,True,will-the-chicago-cubs-be-eliminated-in-the-league-championship-series,103510568194888274534749830303427294861547750665686165090185784486253330482866,89019856301432433722164791484638829341463569398092643077660444198576870058037,0x8b3a578558865be4faeb649fbbab13ae831ab04e37ef0a40d5d666eff1d6cf18
Will Hamnet win Best Production Design at the 98th Academy Awards?,Yes,No,0.039999999999999994,3,0.86,0.86,0.85,0.88,39.56,0.02,50,0.0,0.0,0.0,0.0,0.0,19.78,19.78,0.08,0.12,0.1,4.5,0.01,True,will-hamnet-win-best-production-design-at-the-98th-academy-awards,73112831555413707361887896034086048049925668426104212568610633046732354835388,87395623160264125778295982763771743356659963248117090335609418417303222560952,0x1d2536f04673ae42933ba1a9bd47920466ebf2c8327caaddddd85cecfbb7046a
"Will Trump say ""Elon"" or ""Musk"" in October?",Yes,No,0.050000000000000044,5,0.86,0.86,0.82,0.91,14.03,0.06,20,0.0,0.0,0.0,0.0,1.99,6.02,6.02,0.58,0.63,0.6,5.5,0.01,False,will-trump-say-elon-or-musk-in-october,16544194221786867749223915130286979546616564588379577496641177963127786966589,20565742265100586937148762841705688814449574381756050715069880095993581044251,0x7157ebcfaf2627c264252460f1f8ba9d0f6a1659c5bca4f95c5bfc0aaea4a9a2
"Will exactly 58 U.S. senators vote ""Yea"" on the next funding bill by October 31?",Yes,No,0.008,10,0.86,0.95,1.35,0.55,224.29000000000002,0.0,100,0.0,0.0,109.76,133.8,109.75,57.27,57.27,0.011,0.019,0.02,4.5,0.001,True,will-exactly-58-us-senators-vote-yea-on-the-next-funding-bill-by-october-31,98930817750046688112969032117076136908178010710482287248502653962268195211250,82689997940479320618278164221216292515797741545462183600604747742837417175670,0xfea23bf17aa9ec5af8c9518ec1b7d30c2d55353a7a218fe6ec0d5126f3ce3b7a
Will Sentimental Value be nominated for Best Picture at the 98th Academy Awards?,Yes,No,0.039999999999999925,4,0.85,0.85,0.8,0.9,6.449999999999999,0.13,100,0.0,0.0,2.42,1.71,1.6,1.03,3.82,0.81,0.85,0.83,4.5,0.01,False,will-sentimental-value-be-nominated-for-best-picture-at-the-98th-academy-awards,106149742858125595877910724719735158217280822726564029409401435703430227508006,108887559920151613305603304414485780131437074485062241577685671863435013234457,0x14ffb89d36dc95c05e22625018556066a3320524d9431cef23216cdc41e192cf
Will Tarcisio de Frietas qualify for Brazil's presidential runoff?,Yes,No,0.03999999999999998,3,0.85,0.85,0.84,0.86,13.620000000000001,0.06,20,5.49,3.33,2.39,1.7,2.06,4.45,6.83,0.39,0.43,0.41,4.5,0.01,False,will-tarcisio-de-frietas-qualify-for-brazils-presidential-runoff,46016408901619903295207375832539898750164493226855442884509133805980187874445,104364047276779956150815000750759444324012427302824233404469499322904769447374,0xd7391798f941b8fe16773f96397ef3f91a2fc36939bdd50a78776dbf93ddd280
Will Hailee Steinfeld be nominated for Best Supporting Actress at the 98th Academy Awards?,Yes,No,0.039999999999999994,3,0.85,0.85,0.83,0.87,90.98,0.01,50,0.0,0.0,0.0,0.0,16.72,37.13,37.13,0.07,0.11,0.09,4.5,0.01,False,will-hailee-steinfeld-be-nominated-for-best-supporting-actress-at-the-98th-academy-awards,96767366497479944011500743652927353300336566539305503481307044658939038556963,71097086424330780922107758379005857313923766096096515646567883831468170996435,0xa4317dd82c66d83e9f93d2e02b9512210433da2cb77c352e4c6e3d0cd45e1a51
Will Hamnet win Best Adapted Screenplay at the 98th Academy Awards?,Yes,No,0.019999999999999962,5,0.84,0.85,0.74,0.96,23.1,0.04,50,0.0,0.0,0.0,0.0,0.0,11.55,11.55,0.27,0.29,0.28,4.5,0.01,True,will-hamnet-win-best-adapted-screenplay-at-the-98th-academy-awards,90266347538433283451295459082021157101011425310402940654037882288292801546430,51793316381296828876820052944578104558763122980718544282912427845289920687340,0x7d13a589a7b17a851968554a022b2a9ff8075d27f7016d1d39855dd6391926c5
Will Apple be the second most valuable company on October 31?,Yes,No,0.020000000000000018,5,0.84,0.86,1.04,0.68,29.11,0.03,100,0.0,4.72,4.58,3.65,2.81,13.15,13.15,0.42,0.44,0.43,4.5,0.01,True,will-apple-be-the-second-most-valuable-company-on-october-31-754,85558680234446831846015616117270750904348421271742433954878790810603879043560,38829797233486883546876095960381216804574293629935820866036190514024187993232,0xd7bcd5f62ba835b641dc35add63976f588d134cb125101829407961fb9483610
Will GroenLinks–PvdA win 26–28 seats in the 2025 Netherlands parliamentary election?,Yes,No,0.03,3,0.83,0.83,0.82,0.84,11.48,0.07,20,0.0,0.0,0.0,0.0,3.72,4.05,5.6,0.17,0.2,0.18,4.5,0.01,True,will-groenlinkspvda-win-2628-seats-in-the-2025-netherlands-parliamentary-election,76333619751006036959961424633088189477639027233569668393502503962299673355946,81665460128294521620190844621085137947924547805949220189962675372101810895698,0x1970582876bd1ec31a3b9ed53b310d4aa19f036f4a6f4d94c72a2aae8851945f
Ghislaine Maxwell accuses Trump of being a criminal?,Yes,No,0.020000000000000004,5,0.83,0.84,0.71,0.98,9.420000000000002,0.09,100,0.0,0.0,0.0,0.0,0.0,4.23,6.01,0.03,0.05,0.04,3.5,0.01,False,ghislaine-maxwell-accuses-trump-of-beinf-a-criminal,97863850882660475037186648635473970568497103224241835679832270253808489109778,88196810723672347027564453667698852105319733356104155852271895467147973149080,0x8c5ff0893691891e3db010fc4f6b8999c684af4c2f76a8d2b9aab81f503c819b
"Will ""Black Phone 2"" Opening Weekend Box Office be less than 20m?",Yes,No,0.04999999999999999,3,0.83,0.86,1.05,0.66,65.78,0.01,1010,0.0,11.34,13.99,13.23,15.48,25.15,25.15,0.2,0.25,0.22,4.5,0.01,True,will-black-phone-2-opening-weekend-box-office-be-less-than-20m,79555609737727933617734256128287989062996597432644109206504730633197921229434,51338511315973298995319082901439049554602867082910780014055378972208259219764,0xeb1ea7b129caa87309ee19ad7cab4802f167854ab876c98404789a7cb8ec9838
OpenAI browser by October 31?,Yes,No,0.020000000000000018,5,0.83,0.88,0.6,1.16,42.24,0.02,100,0.0,6.14,9.26,12.16,10.52,17.42,12.66,0.43,0.45,0.44,3.5,0.01,False,openai-browser-by-october-31,95652252872024843825713085914706905833225534483648279159442211959732406584585,9664352302165854422362621924293441175397561865776942902673376218383722116193,0xc25e15f39f776813870ee363ed483451add1c55dad163b18bdb2df653be2c90c
Axiom daily fees above $5M in 2025?,Yes,No,0.03,3,0.83,0.83,0.77,0.89,19.79,0.04,20,0.0,0.0,0.0,0.0,0.0,11.11,17.76,0.06,0.09,0.08,3.5,0.01,False,axiom-daily-fees-above-5m-in-2025,90384929832020259045421126427573639314341234742079145072046112447492441202931,18655785998551807497753456070160517096492365301700851880877417306055668759403,0x3ff1646e6524698918a2a6ae1c10ca17ed44e9ea8bddf51a0c799a73b9b77c10
Will Laura Loomer join Trump administration by December 31?,Yes,No,0.009999999999999995,5,0.83,0.84,0.9,0.77,0.0,N/A,100,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.07,0.08,0.08,3.5,0.01,False,will-laura-loomer-get-a-job-in-the-white-house-by-december-31,23502446925301923371085949863875114850185441967301695647121691100573381989882,39385435733579774797124658435946212712231472066271156360870630243593842997881,0xcb65953288f5a22b0ef6c191c7bd1b7c8ab3305ede9dc3349d75f54e89f24c1e
South Park: Trump x Satan baby is male?,Yes,No,0.01999999999999999,5,0.83,0.84,1.0,0.69,20.21,0.04,50,0.0,0.0,0.0,0.0,0.0,4.12,16.09,0.23,0.25,0.24,3.5,0.01,True,south-park-trump-x-satan-baby-is-male,62851009903285609266196005566787547237012710245528116704420796403240869552728,74322399659441599291833673172870129865220473521941629143604171408326495560370,0xdb0614201a443c473e7496460a9a5866d2b833c9388a20b94bd18e2b5d300f8b
Will Russia capture Pokrovsk train station by October 31?,Yes,No,0.010000000000000009,5,0.82,0.82,0.83,0.81,20.11,0.04,200,0.0,0.0,0.0,4.27,4.3,8.81,7.35,0.15,0.16,0.16,3.5,0.01,False,will-russia-capture-pokrovsk-train-station-by-october-31,2896626294809108411185362664461608821652614112030340144034167506768435087442,99283970517114565220416809859968717470696869899757610653060159670235706853521,0x660efc8b04b50433a098eeb32fa650a53f1095f3a149a5f45d8b3e17f9745d13
Will Charles Schwab (SCHW) beat quarterly earnings?,Yes,No,0.010000000000000009,10,0.82,0.86,0.62,1.09,6.210000000000001,0.13,200,0.0,0.0,0.0,1.6,1.13,1.61,3.47,0.88,0.89,0.88,3.5,0.01,False,schw-quarterly-earnings-nongaap-eps-2025-10-15-1pt21,112921131931603496509066086857392386168145268344745755553534785982244942665542,54667397405509055447043835824697548004753068232687432404452861413310270153870,0x0f18d1e749bab471b8a4d2201250a067a8e211cf4ecf664b6435ae75c6c50925
Will the New York Yankees win the 2025 American League Championship?,Yes,No,0.020000000000000004,5,0.82,0.87,0.59,1.15,133.54999999999998,0.01,200,0.0,0.0,11.66,14.45,64.5,34.76,25.01,0.08,0.1,0.09,4.5,0.01,True,will-the-new-york-yankees-win-the-2025-american-league-championship,3608117925038010426190362040768439559905999272607310560006917947486999698693,54471277535360853174120993362553585565892064864526910323820930643143081123563,0xdf70bc7474097f7c34665be3e97755ec6b99abeb14420d7a4ff785f406beec39
Trump declares another national emergency by December 31?,Yes,No,0.019999999999999962,10,0.82,0.86,0.58,1.15,20.479999999999997,0.04,100,0.0,0.0,0.0,0.0,1.08,9.7,9.7,0.46,0.48,0.47,3.5,0.01,False,trump-declares-another-national-emergency-by-december-31,28112035757673307013253665940402100922936737576565629412404456047389021577893,104759648951494333492184639862726021373430502108473533439816439699910220985409,0x476470074f6062901d48caee130241fdd3690f9ba88e95a81896febf158e08ba
Spain snap election called in 2025?,Yes,No,0.03,3,0.82,0.82,0.79,0.85,37.019999999999996,0.02,50,0.0,0.0,0.0,22.45,17.61,7.29,10.24,0.07,0.1,0.08,3.5,0.01,False,spain-snap-election-called-in-2025,6902174611736159145776657108337759402988986526678504248271295670198397738390,10360574034610259365825582633190111659383248210003248977260045000073129477814,0x90146e4df214d10dc20b7f60ff0ce966bfa09546978a4a4059d06f3cd6ddf577
Will a cat 5 hurricane make US landfall during Hurricane Season 2025?,Yes,No,0.010000000000000002,5,0.82,0.82,0.9,0.75,23.03,0.04,100,0.0,0.0,0.0,0.0,0.0,0.0,24.39,0.04,0.05,0.04,3.5,0.01,False,will-a-cat-5-hurricane-make-us-landfall-during-hurricane-season-2025,2539168313002738810114460528291574221587007493272285321310046379767260077708,48334465220384585100890987941590130177434774860224077072059797075278887792117,0x6e38b18f06fde61891aab9f49bceae7f8dca4057bb7786ce6881748e61e58e07
Will Mari Yamamoto be nominated for Best Supporting Actress at the 98th Academy Awards?,Yes,No,0.03,3,0.81,0.82,0.78,0.85,62.68,0.01,50,0.0,0.0,0.0,0.0,0.0,31.34,31.34,0.1,0.13,0.12,4.5,0.01,False,will-mari-yamamoto-be-nominated-for-best-supporting-actress-at-the-98th-academy-awards,42153658644824213308961658595735272627285270022530503727274930677451679044469,26390853344353625652991205066175683098615766731386187410074329316510695495017,0x0c380904ef0a145e8a9c5acd889fc4b5cdfc12af3ed5496299a7600cb2e7cfdc
Israel and Saudi Arabia normalize relations in 2025?,Yes,No,0.020000000000000004,5,0.81,0.86,0.56,1.17,47.28,0.02,100,0.0,0.0,0.0,0.0,12.57,17.63,13.68,0.06,0.08,0.07,3.5,0.01,False,israel-and-saudi-arabia-normalize-relations-in-2025,52045001331895400481311640607414308302466746183258122498586688852510248236775,79677612226873909610081217802307527236651011826119229039973799353141298472061,0x8e5dd56e494bac55a67a36b7044cefd95dfe7bf8c893f7d82a58c9681990100d
Will Thomasin McKenzie be nominated for Best Supporting Actress at the 98th Academy Awards?,Yes,No,0.03,3,0.81,0.82,0.77,0.86,100.17,0.01,50,0.0,27.4,19.92,14.28,10.17,45.0,45.0,0.06,0.09,0.08,4.5,0.01,False,will-thomasin-mckenzie-be-nominated-for-best-supporting-actress-at-the-98th-academy-awards,15967095004149755824092987420003296311278467666095778421603192889383634814223,78888395426033961909912599288583983399639495412997180843621334247103949237660,0xc826f7b72dc8693ceed983ffa0b41504eebb8f0f26a98a15060a74cf4106cdd6
US announces return to Bagram base in Afghanistan by December 31?,Yes,No,0.009999999999999981,5,0.81,0.82,0.8,0.83,35.85,0.02,100,0.0,0.0,0.0,0.0,0.0,14.88,20.97,0.14,0.15,0.14,3.5,0.01,False,us-announces-return-to-bagram-base-in-afghanistan-by-december-31,109710492532675516057640431119029524318115995144606241344589118413613313351503,21633346814426907666405282571420702483917393530516921933411195602460790235034,0xd7d120edbbb3555024349527f1ff15ff54766c231d77931aa4b8c120e6f2a77f
Will Barack Obama be named in newly released Epstein files?,Yes,No,0.010000000000000009,5,0.81,0.82,0.68,0.97,30.97,0.03,50,0.0,0.0,0.0,0.0,0.0,16.46,11.94,0.06,0.07,0.06,5.5,0.01,False,will-barack-obama-be-named-in-newly-released-epstein-files,44070794057892953016390900388120885452604992573522015872055178776810618781283,100224376110403959962647756508889392899587473922052312984406721318550397653159,0x88cb3c3f8cb2983fe1b59c5a43be62f7096b3d02ac70a27b2eaaf2c4ab33f300
U.S. x Russia Nuclear deal by December 31?,Yes,No,0.01999999999999999,5,0.81,0.84,0.65,1.02,51.82,0.02,100,0.0,0.0,0.0,6.61,19.89,15.0,16.72,0.13,0.15,0.14,3.5,0.01,False,us-x-russia-nuclear-deal-by-december-31,30449125498726606700028056136057850602577479049242854108527719715071992786771,43680160420567278602672724706500561782535891713380614029166364308846164738238,0x854a31e66264fc7ac7443951377167aaee8e50cb22821c409a34af52f815840c
Will No Other Choice be nominated for Best Picture at the 98th Academy Awards?,Yes,No,0.020000000000000018,4,0.81,0.82,0.84,0.79,58.120000000000005,0.01,100,0.0,3.69,3.79,2.68,2.99,29.03,26.1,0.37,0.39,0.38,4.5,0.01,False,will-no-other-choice-be-nominated-for-best-picture-at-the-98th-academy-awards,34213041257985301303568484935681069514195819808346668447600799360091700864427,105464296479906412884109118551005498402825818216352940563282703553280196166965,0x73b65af199505537a0a8bab3e75b07cd468c0e13c5c7df506e0ae361597f3c21
Will A Minecraft Movie be the third highest grossing movie of 2025?,Yes,No,0.04000000000000001,3,0.81,0.81,0.84,0.78,95.21000000000001,0.01,100,0.0,6.74,24.07,43.46,54.1,23.46,16.98,0.18,0.22,0.2,3.5,0.01,True,will-a-minecraft-movie-be-the-third-highest-grossing-movie-of-2025,43514358103970573817221318534714043656387103382297628080122114227505772487683,66360226506133521406716333101566960133366271882221172310858640603400759066808,0x48349298477ffaa19884fb9af9969d289549b7f8a37bab32d97abde35f0ff6c3
"""The Witcher: Season 4"" Rotten Tomatoes score is between 45 and 59?",Yes,No,0.03,3,0.81,0.81,0.77,0.85,18.29,0.04,50,0.0,0.0,0.0,0.0,3.64,8.33,13.48,0.18,0.21,0.2,4.5,0.01,True,the-witcher-season-4-rotten-tomatoes-score-is-between-45-and-59,54994413886865646195088000590205401523779969091456522708781289958065300769958,102661836593359317377186688047959572798493248113500106230462231884990384485523,0x35d608ca0a604159736f122a2f97a141aa6e35920bf1ed4cbb1eeb8684000250
Will the Government shutdown end October 15+?,Yes,No,0.010000000000000009,100,0.8,0.94,0.44,1.44,26.560000000000002,0.03,200,6.41,3.89,4.88,4.0,3.92,11.32,11.32,0.7,0.71,0.7,3.5,0.01,True,will-the-government-shutdown-end-october-15,63773334683820352784349536046848684795746271894742580290503889771875189995041,15576666622588550581934394224697255142226884279745920205247760161003413323572,0xa9b4d63db8031fbc369d863e1e9dea77296ab49ddade6793f1938fe0c76e7d10
Will Donald Trump visit Russia in 2025?,Yes,No,0.010000000000000009,5,0.8,0.82,0.64,0.99,34.230000000000004,0.02,50,0.0,0.0,15.27,15.48,13.39,11.99,9.08,0.06,0.07,0.06,3.5,0.01,False,will-donald-trump-visit-russia-in-2025,76417393963448037479806799796874747547221511591996743269503725518742470496274,44380686214454472779171256638293817778327849773706779670665516622038269778385,0xc0531ca3aa67e9aec21f8265fdacf39f960c24f3faed1a3e5ac9b4613e6fcd98
Will Timothée Chalamet win Best Actor at the 98th Academy Awards?,Yes,No,0.020000000000000018,5,0.8,0.8,0.82,0.79,17.83,0.04,100,0.0,0.0,0.0,0.0,0.0,4.48,13.35,0.18,0.2,0.19,4.5,0.01,True,will-timothe-chalamet-win-best-actor-at-the-98th-academy-awards,58685817664292296726620290139440291356982179626401042907081562589316381635900,99816109404712157590087136348402913231668662708612936491417855953287910104738,0xd185f10a7d0f07e733e02a6811fc2930fb7478166107669fe58bd7ba37aa9895
Apple Vision Pro 2 released by December 31?,Yes,No,0.03,3,0.8,0.8,0.74,0.86,85.75,0.01,20,19.81,19.1,20.93,24.04,21.36,36.94,24.69,0.22,0.25,0.24,4.5,0.01,False,will-apple-vision-pro-2-be-released-by-december-31,104042759966416035149120445875417368493995287481449083360361336583471904053769,106802587237034262038798054931550516681378391815554828938391956668381426587119,0xd3a26e8ca4f4dd9a7933e65fb1a36851b4527f7adadf477ca65106714ee26335
Will One Battle After Another win Best Film Editing at the 98th Academy Awards?,Yes,No,0.030000000000000027,5,0.79,0.82,0.59,1.05,21.28,0.04,50,0.0,0.0,0.0,0.0,0.0,10.64,10.64,0.48,0.51,0.5,4.5,0.01,True,will-one-battle-after-another-win-best-film-editing-at-the-98th-academy-awards,22306682868303944173484873770984234420229562539372004895535746782527796204127,80917452128508419774668207685445879448193314156448770016569227650794272624376,0x5dfefabd924c443fa5f5279d62aade02993db7eacb7bbbc44e6d9fd536dfa596
Will Phantom daily builder revenue hit $300k in 2025?,Yes,No,0.03,3,0.79,0.8,0.76,0.83,45.75,0.02,50,0.0,0.0,0.0,0.0,7.17,20.54,16.84,0.22,0.25,0.24,3.5,0.01,False,will-phantom-daily-builder-revenue-hit-300k-in-2025,28282039711452371829467916121202171038461667709290226349491274261802851510608,23110436610436150424332110780011324802846326228194460017735134526865891579928,0x0d644bfeedc722b45d7a7c785d8efc0d9a75e8bba85dd689755131eaafab3888
Will Israel strike 2 countries in October 2025?,Yes,No,0.030000000000000027,5,0.79,0.79,0.84,0.74,27.47,0.03,100,0.0,0.0,0.0,0.0,2.51,12.48,12.48,0.49,0.52,0.5,4.5,0.01,True,will-israel-strike-2-countries-in-october-2025,40612468303571703117228096510745017772154310149112778371326155859824270483283,51737663886745515084157187682535162792952662907886430253148743205067167286924,0xbaa8fc6f3e1b55f04e48a7faa3c442ae81beabe334bede68ef1077b098997bf9
Will Kate Hudson be nominated for Best Supporting Actress at the 98th Academy Awards?,Yes,No,0.03,3,0.79,0.79,0.77,0.81,158.89000000000001,0.0,50,0.0,0.0,0.0,0.0,7.87,75.51,75.51,0.12,0.15,0.14,4.5,0.01,False,will-kate-hudson-be-nominated-for-best-supporting-actress-at-the-98th-academy-awards,103711904648952626254380438625532663816695880549564068138967417667478495369323,75439509371073031806937650884197529664701724874765191690602690151897206016695,0x0bf8327419afbe7007d98658f617400b7fcefdbd11b2bc5047024cea08729e9d
